lyric,line,album,track_n,song_name
your dada will always be here for you,90,The Slim Shady LP,7,97' Bonnie & Clyde
"your dada always going to love you, remember that",91,The Slim Shady LP,7,97' Bonnie & Clyde
"if you ever need me, i ama always be here for you",92,The Slim Shady LP,7,97' Bonnie & Clyde
"you ever need anything, just ask",93,The Slim Shady LP,7,97' Bonnie & Clyde
dada will be right there,94,The Slim Shady LP,7,97' Bonnie & Clyde
your dada loves you,95,The Slim Shady LP,7,97' Bonnie & Clyde
"i love you, baby",96,The Slim Shady LP,7,97' Bonnie & Clyde
justin? it zoe,1,The Slim Shady LP,8,Bitch (Skit)
"um, kelly did not have me call",2,The Slim Shady LP,8,Bitch (Skit)
"however, i just listened to eminem in her car",3,The Slim Shady LP,8,Bitch (Skit)
it is the most disgusting thing i have ever heard in my entire life,4,The Slim Shady LP,8,Bitch (Skit)
and i seriously want to call his fucking agent,5,The Slim Shady LP,8,Bitch (Skit)
and tell them how fucking disgusting he is,6,The Slim Shady LP,8,Bitch (Skit)
"it, like, makes me upset",7,The Slim Shady LP,8,Bitch (Skit)
"i am now nauseous and i cannot eat lunch, goodbye",8,The Slim Shady LP,8,Bitch (Skit)
"okay, i am going to attempt to drown myself",1,The Slim Shady LP,9,Role Model
you can try this at home,2,The Slim Shady LP,9,Role Model
you can be just like me,3,The Slim Shady LP,9,Role Model
"mic check, one-two, we recordin'?",4,The Slim Shady LP,9,Role Model
"i am cancerous, so when i diss, you would not want to answer this",5,The Slim Shady LP,9,Role Model
if you responded back with a battle rap you wrote for canibus,6,The Slim Shady LP,9,Role Model
"i will strangle you to death, then i will choke you again",7,The Slim Shady LP,9,Role Model
and break your fuckinglegs 'til your bones poke through your skin,8,The Slim Shady LP,9,Role Model
"you beef with me, i ama even the score equally",9,The Slim Shady LP,9,Role Model
take you on jerry springer and beat your ass legally,10,The Slim Shady LP,9,Role Model
i get too blunted off of funny home grown,11,The Slim Shady LP,9,Role Model
"'cause when i smoke out, i hit the trees harder than sonny bono",12,The Slim Shady LP,9,Role Model
(oh no) so if i said i never did drugs,13,The Slim Shady LP,9,Role Model
that would mean i lie and get fucked more than the president does,14,The Slim Shady LP,9,Role Model
hilary clinton tried to slap me and call me a pervert,15,The Slim Shady LP,9,Role Model
i ripped her fuckingtonsils out and fed her sherbet (bitch),16,The Slim Shady LP,9,Role Model
"my nerves hurt, and lately i am on edge",17,The Slim Shady LP,9,Role Model
grabbed vanilla ice and ripped out (c amere) his blond dreads (fuck you),18,The Slim Shady LP,9,Role Model
every girl i ever went out with has gone les',19,The Slim Shady LP,9,Role Model
follow me and do exactly what the song says,20,The Slim Shady LP,9,Role Model
"smoke weed, take pills, drop out of school, kill people",21,The Slim Shady LP,9,Role Model
"and drink, jump behind the wheel like it was still legal",22,The Slim Shady LP,9,Role Model
i am dumb enough to walk in a store and steal,23,The Slim Shady LP,9,Role Model
so i am dumb enough to ask for a date with lauryn hill,24,The Slim Shady LP,9,Role Model
"some people only see that i am white, ignoringskill",25,The Slim Shady LP,9,Role Model
'cause i stand out like a green hat with a orange bill,26,The Slim Shady LP,9,Role Model
"but i do not get pissed, you all do not even see through the mist",27,The Slim Shady LP,9,Role Model
how the fuck can i be white? i do not even exist,28,The Slim Shady LP,9,Role Model
"i get a clean shave, bathe, go to a rave",29,The Slim Shady LP,9,Role Model
die from an overdose and dig myself up out of my grave,30,The Slim Shady LP,9,Role Model
"my middle finger will not go down, how do i wave?",31,The Slim Shady LP,9,Role Model
and this is how i am supposed to teach kids how to behave?,32,The Slim Shady LP,9,Role Model
"now, follow me and do exactly what you see",33,The Slim Shady LP,9,Role Model
do not you want to grow up to be just like me?,34,The Slim Shady LP,9,Role Model
"i slap women and eat shrooms, then od",35,The Slim Shady LP,9,Role Model
"now, do not you want to grow up to be just like me?",36,The Slim Shady LP,9,Role Model
me and marcus allen went over to see nicole,37,The Slim Shady LP,9,Role Model
"when we heard a knock at the door, must have been ron gold",38,The Slim Shady LP,9,Role Model
"jumped behind the door, put the orgy on hold",39,The Slim Shady LP,9,Role Model
"killed them both, then smeared blood on the white bronco",40,The Slim Shady LP,9,Role Model
(we did it) my mind will not work if my spine do not jerk,41,The Slim Shady LP,9,Role Model
i slapped garth brooks out of his rhinestone shirt,42,The Slim Shady LP,9,Role Model
"i am not a player, just a ill rhyme sayer",43,The Slim Shady LP,9,Role Model
that will spray a aerosol can up at the ozone layer,44,The Slim Shady LP,9,Role Model
"my rap style warped, i am runningout the morgue",45,The Slim Shady LP,9,Role Model
with your dead grandmother corpse to throw it on your porch,46,The Slim Shady LP,9,Role Model
jumped in a chickenhawk cartoon with a cape on,47,The Slim Shady LP,9,Role Model
and beat up foghorn leghorn with an acorn,48,The Slim Shady LP,9,Role Model
i am 'bout as normal as norman bates with deformative traits,49,The Slim Shady LP,9,Role Model
a premature birth that was four minutes late,50,The Slim Shady LP,9,Role Model
"mother, are you there? i love you",51,The Slim Shady LP,9,Role Model
i never meant to hit you over the head with that shovel (that shovel),52,The Slim Shady LP,9,Role Model
will someone please explain to my brain,53,The Slim Shady LP,9,Role Model
that i just severed the main vein with a chainsaw and i am in pain?,54,The Slim Shady LP,9,Role Model
"i take a breather and sigh, either i am high or i am nuts",55,The Slim Shady LP,9,Role Model
"'cause if you aint tiltingthis room, neither am i",56,The Slim Shady LP,9,Role Model
so when you see your mom with a thermometer shoved in her ass,57,The Slim Shady LP,9,Role Model
then it probably is obvious i got it on with her,58,The Slim Shady LP,9,Role Model
"'cause when i drop this solo shit, it over with",59,The Slim Shady LP,9,Role Model
"i bought cage tape, opened it, and dubbed over it",60,The Slim Shady LP,9,Role Model
i came to the club drunk with a fake id,61,The Slim Shady LP,9,Role Model
do not you want to grow up to be just like me?,62,The Slim Shady LP,9,Role Model
i have been with ten women who got hiv,63,The Slim Shady LP,9,Role Model
"now, do not you want to grow up to be just like me?",64,The Slim Shady LP,9,Role Model
i got genital warts and it burns when i pee,65,The Slim Shady LP,9,Role Model
do not you want to grow up to be just like me?,66,The Slim Shady LP,9,Role Model
i tie a rope around my penis and jump from a tree,67,The Slim Shady LP,9,Role Model
you probably want to grow up to be just like me,68,The Slim Shady LP,9,Role Model
for all the ladies out there,1,The Slim Shady LP,10,Lounge (Skit)
"i never meant to give you mushrooms, girl",2,The Slim Shady LP,10,Lounge (Skit)
i never meant to bring you to my world,3,The Slim Shady LP,10,Lounge (Skit)
"and now you are lying in the corner, crying",4,The Slim Shady LP,10,Lounge (Skit)
"i never meant to give you mushrooms, girl",1,The Slim Shady LP,11,My Fault
i never meant to bring you to my world,2,The Slim Shady LP,11,My Fault
"but now you are sittingin the corner, crying",3,The Slim Shady LP,11,My Fault
"and now it my fault, my fault",4,The Slim Shady LP,11,My Fault
"i never meant to give you mushrooms, girl",5,The Slim Shady LP,11,My Fault
i never meant to bring you to my world,6,The Slim Shady LP,11,My Fault
"but now you are sittingin the corner, crying",7,The Slim Shady LP,11,My Fault
"and now it my fault, my fault",8,The Slim Shady LP,11,My Fault
i went to john rave with ron and dave,9,The Slim Shady LP,11,My Fault
and met a new wave blonde babe with half of her head shaved,10,The Slim Shady LP,11,My Fault
a nurse aid who came to get laid and tied up,11,The Slim Shady LP,11,My Fault
with first aid tape and raped on the first date (ooh),12,The Slim Shady LP,11,My Fault
"susan, an ex-heroin addict who just stopped usin'",13,The Slim Shady LP,11,My Fault
who love booze and alternative music (what up?),14,The Slim Shady LP,11,My Fault
told me she was going back into usingagain (nah),15,The Slim Shady LP,11,My Fault
"i said, ""wait, first try this hallucinogen",16,The Slim Shady LP,11,My Fault
"it better than heroin, henn, the booze and the gin",17,The Slim Shady LP,11,My Fault
"c amere, let go in here, who in the den?""",18,The Slim Shady LP,11,My Fault
"""it me and kelly!""",19,The Slim Shady LP,11,My Fault
"""my bad"" (sorry)",20,The Slim Shady LP,11,My Fault
"""let try another room""",21,The Slim Shady LP,11,My Fault
"""i do not trust you""",22,The Slim Shady LP,11,My Fault
"""shut up, slut, chew up this mushroom",23,The Slim Shady LP,11,My Fault
this will help you get in touch with your roots,24,The Slim Shady LP,11,My Fault
"we will get barefoot, butt-naked, and run in the woods""",25,The Slim Shady LP,11,My Fault
"""oh hell, i might as well try them, this party is so drab""",26,The Slim Shady LP,11,My Fault
"""oh dag"" (mmm)",27,The Slim Shady LP,11,My Fault
"""i aint mean for you to eat the whole bag""",28,The Slim Shady LP,11,My Fault
"""huh?""",29,The Slim Shady LP,11,My Fault
"i never meant to give you mushrooms, girl",30,The Slim Shady LP,11,My Fault
i never meant to bring you to my world,31,The Slim Shady LP,11,My Fault
"but now you are sittingin the corner, crying",32,The Slim Shady LP,11,My Fault
"and now it my fault, my fault (i am sorry)",33,The Slim Shady LP,11,My Fault
"i never meant to give you mushrooms, girl",34,The Slim Shady LP,11,My Fault
i never meant to bring you to my world,35,The Slim Shady LP,11,My Fault
"but now you are sittingin the corner, crying",36,The Slim Shady LP,11,My Fault
"and now it my fault, my fault",37,The Slim Shady LP,11,My Fault
"""yo, sue""",38,The Slim Shady LP,11,My Fault
"""get away from me, i do not know you""",39,The Slim Shady LP,11,My Fault
"""oh shoot, she trippin'""",40,The Slim Shady LP,11,My Fault
"""i need to go puke"" (blehh)",41,The Slim Shady LP,11,My Fault
"""i was not tryna turn this into somethingmajor",42,The Slim Shady LP,11,My Fault
i just wanted to make you appreciate nature,43,The Slim Shady LP,11,My Fault
"susan, stop crying, i do not hate ya",44,The Slim Shady LP,11,My Fault
"the world not against you, i am sorry your father raped ya",45,The Slim Shady LP,11,My Fault
so what you had your little coochie in your dad mouth?,46,The Slim Shady LP,11,My Fault
"that aint no reason to start wiggingand spaz out (nah)""",47,The Slim Shady LP,11,My Fault
"she said, ""help me, i think i am havinga seizure""",48,The Slim Shady LP,11,My Fault
"i said, ""i am high too, bitch, quit grabbingmy t-shirt (let go)",49,The Slim Shady LP,11,My Fault
"would you calm down? you are startingto scare me""",50,The Slim Shady LP,11,My Fault
"she said, ""i am 26 years old and i am not married",51,The Slim Shady LP,11,My Fault
"i do not even have any kids and i cannot cook""",52,The Slim Shady LP,11,My Fault
"""(hello) i am over here, sue (hi)",53,The Slim Shady LP,11,My Fault
"you are talking to the plant, look",54,The Slim Shady LP,11,My Fault
we need to get to a hospital 'fore it too late,55,The Slim Shady LP,11,My Fault
"'cause i never seen no one eat as many hrooms as you ate""",56,The Slim Shady LP,11,My Fault
"i never meant to give you mushrooms, girl (whoops)",57,The Slim Shady LP,11,My Fault
i never meant to bring you to my world,58,The Slim Shady LP,11,My Fault
"but now you are sittingin the corner, crying",59,The Slim Shady LP,11,My Fault
"and now it my fault, my fault (it an accident)",60,The Slim Shady LP,11,My Fault
"i never meant to give you mushrooms, girl",61,The Slim Shady LP,11,My Fault
i never meant to bring you to my world,62,The Slim Shady LP,11,My Fault
"but now you are sittingin the corner, crying",63,The Slim Shady LP,11,My Fault
"and now it my fault, my fault",64,The Slim Shady LP,11,My Fault
"""susan, wait, where you goin'? you better be careful""",65,The Slim Shady LP,11,My Fault
"""leave me alone, dad, i am sick of gettingmy hair pulled""",66,The Slim Shady LP,11,My Fault
"""i am not your dad, quit trying to swallow your tongue",67,The Slim Shady LP,11,My Fault
want some gum? put down the scissors,68,The Slim Shady LP,11,My Fault
'fore you do something dumb,69,The Slim Shady LP,11,My Fault
"i will be right back, just chill, baby, please?",70,The Slim Shady LP,11,My Fault
"i gotta go find dave, he the one who gave me these",71,The Slim Shady LP,11,My Fault
(i ama kill him),72,The Slim Shady LP,11,My Fault
"john, where dave at? before i bash you""",73,The Slim Shady LP,11,My Fault
"""he in the bathroom, i think he takinga crap, dude""",74,The Slim Shady LP,11,My Fault
"""dave, pull up your pants, we need an ambulance",75,The Slim Shady LP,11,My Fault
"there a girl upstairs talking to plants, choppingher hair off",76,The Slim Shady LP,11,My Fault
and there only two days left of spring break,77,The Slim Shady LP,11,My Fault
"how long do these things take to wear off?""",78,The Slim Shady LP,11,My Fault
"""well, it depends on how many you had""",79,The Slim Shady LP,11,My Fault
"""i took three, she ate the other 22 caps",80,The Slim Shady LP,11,My Fault
"now she upstairs cryingout her eyeballs, drinking lysol""",81,The Slim Shady LP,11,My Fault
"""she going to die, dude""",82,The Slim Shady LP,11,My Fault
"""i know and it my fault""",83,The Slim Shady LP,11,My Fault
"""oh my god""",84,The Slim Shady LP,11,My Fault
"i never meant to give you mushrooms, girl",85,The Slim Shady LP,11,My Fault
i never meant to bring you to my world (i am sorry),86,The Slim Shady LP,11,My Fault
"but now you are sittingin the corner, crying",87,The Slim Shady LP,11,My Fault
"and now it my fault, my fault (what do i do?)",88,The Slim Shady LP,11,My Fault
"i never meant to give you mushrooms, girl",89,The Slim Shady LP,11,My Fault
i never meant to bring you to my world,90,The Slim Shady LP,11,My Fault
"but now you are sittingin the corner, crying",91,The Slim Shady LP,11,My Fault
"and now it my fault, my fault",92,The Slim Shady LP,11,My Fault
"my god, i am so sorry, i am so sorry",93,The Slim Shady LP,11,My Fault
"susan, please wake up, please",94,The Slim Shady LP,11,My Fault
"please wake up, what are you doing?!",95,The Slim Shady LP,11,My Fault
"you are not dead, you are not dead",96,The Slim Shady LP,11,My Fault
i know you are not dead,97,The Slim Shady LP,11,My Fault
"wake up, susan, wake up",98,The Slim Shady LP,11,My Fault
oh my god,99,The Slim Shady LP,11,My Fault
i am going to call this motherfucker,1,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"oh, fuck yeah",2,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"give him a piece of my mind, a piece of my ass",3,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"(thank you for waiting, hello, may i help you?)",4,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"oh, thank you, i need to make a collect call",5,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
(what number?),6,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"oh, the number is **6-2***",7,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"(at the tone, please say your name)",8,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"kenneth kaniff from connecticut, automated piece of shit",9,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
yo,10,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"hey there, cock boy",11,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
who this?,12,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
this is ken kaniff,13,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
who?,14,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"ken kaniff from connecticut, you little bitch",15,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
from connecticut?,16,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"yeah, you want to get a-",17,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
i do not know nobody in connecticut,18,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
you want to get a hotel room with me?,19,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
a hotel room?,20,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"yeah, you want me to lick your ass, eminem?",21,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"yo, who is this, cage?",22,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"hey, you want me to fuckingmelt in your mouth and not in your hand?",23,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"melt in your ass, you little cock boy",24,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"yo, shut up, you lil bitch",25,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"oh, you think i am lyin', huh?",26,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha,27,The Slim Shady LP,12,Ken Kaniff (Skit) [1999]
"(ha-ha-ha-ha-ha) yo, mic check",1,The Slim Shady LP,13,Cum on Everybody
"(woo, shit) testing",2,The Slim Shady LP,13,Cum on Everybody
"one, two, um, twelve",3,The Slim Shady LP,13,Cum on Everybody
what up? what up? what up? (outsiderz),4,The Slim Shady LP,13,Cum on Everybody
"this is my dance song, can you hear me? (outsiderz)",5,The Slim Shady LP,13,Cum on Everybody
"(rah digga, young zee, bust it, bust it)",6,The Slim Shady LP,13,Cum on Everybody
"alright, ayy, turn my headphones up",7,The Slim Shady LP,13,Cum on Everybody
my favorite color is red like the bloodshed,8,The Slim Shady LP,13,Cum on Everybody
from kurt cobain head when he shot himself dead,9,The Slim Shady LP,13,Cum on Everybody
women all grabbingat my shish kabab,10,The Slim Shady LP,13,Cum on Everybody
bought lauryn hill tape so her kids could starve,11,The Slim Shady LP,13,Cum on Everybody
(“i cannot stand white people”),12,The Slim Shady LP,13,Cum on Everybody
you thought i was ill and now i am even more so,13,The Slim Shady LP,13,Cum on Everybody
"shit, i got full-blown aids and a sore throat",14,The Slim Shady LP,13,Cum on Everybody
i got a wardrobe with an orange robe,15,The Slim Shady LP,13,Cum on Everybody
"i am in the fourth row, signingautographs at your show",16,The Slim Shady LP,13,Cum on Everybody
i just remembered that i am absent-minded,17,The Slim Shady LP,13,Cum on Everybody
"wait, i mean i have lost my mind, i cannot find it",18,The Slim Shady LP,13,Cum on Everybody
i am freestylingevery verse that i spit,19,The Slim Shady LP,13,Cum on Everybody
"'cause i do not even remember the words to my shit (um, one, two)",20,The Slim Shady LP,13,Cum on Everybody
i told the doc i need a change in sickness,21,The Slim Shady LP,13,Cum on Everybody
and gave a girl herpes in exchange for syphilis,22,The Slim Shady LP,13,Cum on Everybody
put my lp on your christmas gift list,23,The Slim Shady LP,13,Cum on Everybody
"you want to get high? here, bitch, just sniff this",24,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),25,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),26,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),27,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),28,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),29,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),30,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),31,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),32,The Slim Shady LP,13,Cum on Everybody
"yo, yo, yo, yo, yo",33,The Slim Shady LP,13,Cum on Everybody
i tried suicide once and i will try it again,34,The Slim Shady LP,13,Cum on Everybody
that why i write songs where i die at the end,35,The Slim Shady LP,13,Cum on Everybody
'cause i do not give a fuck like my middle finger was stuck,36,The Slim Shady LP,13,Cum on Everybody
"and i was wavingit at everybody, screamin', ""i suck"" (i suck)",37,The Slim Shady LP,13,Cum on Everybody
i go on stage in front of a sell-out crowd,38,The Slim Shady LP,13,Cum on Everybody
"and yell out loud, ""all you all get the hell out now""",39,The Slim Shady LP,13,Cum on Everybody
"fuck rap, i am givingit up, you all, i am sorry",40,The Slim Shady LP,13,Cum on Everybody
"(but eminem, this is your record release party)",41,The Slim Shady LP,13,Cum on Everybody
"i am bored out of my gourd, so i took a hammer",42,The Slim Shady LP,13,Cum on Everybody
and nailed my foot to the floorboard of my ford,43,The Slim Shady LP,13,Cum on Everybody
"guess i am just a sick, sick bastard",44,The Slim Shady LP,13,Cum on Everybody
who one sandwich short of a picnic basket (i aint got it all),45,The Slim Shady LP,13,Cum on Everybody
one excedrin tablet short of a full medicine cabinet,46,The Slim Shady LP,13,Cum on Everybody
i feel like my head has been shredded like lettuce and cabbage (oh),47,The Slim Shady LP,13,Cum on Everybody
and if you ever see a video for this shit,48,The Slim Shady LP,13,Cum on Everybody
i will probably be dressed up like a mummy with my wrists slit,49,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),50,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),51,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),52,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),53,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),54,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),55,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),56,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),57,The Slim Shady LP,13,Cum on Everybody
got bitches on my jock out in east detroit,58,The Slim Shady LP,13,Cum on Everybody
'cause they think that i am a motherfuckingbeastie boy,59,The Slim Shady LP,13,Cum on Everybody
so i told them i was mike d,60,The Slim Shady LP,13,Cum on Everybody
"they was like, ""gee, i do not know, he might be""",61,The Slim Shady LP,13,Cum on Everybody
"i told them, ""meet me at kid rock next concert"" (oh really?)",62,The Slim Shady LP,13,Cum on Everybody
"i will be standingby the loch ness monster"" (okay)",63,The Slim Shady LP,13,Cum on Everybody
peace out (bye),64,The Slim Shady LP,13,Cum on Everybody
"then i jetted to the weed house, smoked out",65,The Slim Shady LP,13,Cum on Everybody
"'til i started bustingfreestyles, broke out",66,The Slim Shady LP,13,Cum on Everybody
"then i dipped quick back to the crib, put on lipstick",67,The Slim Shady LP,13,Cum on Everybody
crushed up the tylenol and ate it with a dipstick,68,The Slim Shady LP,13,Cum on Everybody
made a couple of crank calls collect (brrrt),69,The Slim Shady LP,13,Cum on Everybody
"""it ken kaniff from connecticut, can you accept?""",70,The Slim Shady LP,13,Cum on Everybody
i want to make songs all the fellas dub,71,The Slim Shady LP,13,Cum on Everybody
and murder every rich rapper that i am jealous of,72,The Slim Shady LP,13,Cum on Everybody
"so just remember, when i bomb your set",73,The Slim Shady LP,13,Cum on Everybody
"yo, i only cuss to make your mom upset",74,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),75,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),76,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),77,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),78,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),79,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),80,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),81,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),82,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),83,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),84,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),85,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),86,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),87,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),88,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),89,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),90,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),91,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),92,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),93,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),94,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),95,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),96,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),97,The Slim Shady LP,13,Cum on Everybody
cum on everybody (get down tonight),98,The Slim Shady LP,13,Cum on Everybody
"ayo, this song is dedicated",1,The Slim Shady LP,14,Rock Bottom
to all the happy people,2,The Slim Shady LP,14,Rock Bottom
all the happy people who have real nice lives,3,The Slim Shady LP,14,Rock Bottom
and have no idea what it like to be broke as fuck,4,The Slim Shady LP,14,Rock Bottom
i feel like i am walkinga tight rope without a circus net,5,The Slim Shady LP,14,Rock Bottom
"poppingpercocet, i am a nervous wreck",6,The Slim Shady LP,14,Rock Bottom
i deserve respect but i work a sweat for this worthless check,7,The Slim Shady LP,14,Rock Bottom
i am 'bout to burst this tec at somebody to reverse this debt,8,The Slim Shady LP,14,Rock Bottom
minimum wage got my adrenaline caged,9,The Slim Shady LP,14,Rock Bottom
"full of venom and rage, pecially when i am engaged",10,The Slim Shady LP,14,Rock Bottom
"and my daughter down to her last diaper, it got my ass hyper",11,The Slim Shady LP,14,Rock Bottom
"i pray that god answers, maybe i will ask nicer",12,The Slim Shady LP,14,Rock Bottom
watchingballers while they flossingin they pathfinders,13,The Slim Shady LP,14,Rock Bottom
these overnight stars becomingautograph-signers,14,The Slim Shady LP,14,Rock Bottom
we all long to blow up and leave the past behind us,15,The Slim Shady LP,14,Rock Bottom
along with the small fries and average half-pinters,16,The Slim Shady LP,14,Rock Bottom
but player-haters turningbitch like they have vaginas,17,The Slim Shady LP,14,Rock Bottom
'cause we see them dollar signs and let the cash blind us,18,The Slim Shady LP,14,Rock Bottom
money will brainwash you and leave yo' ass mindless,19,The Slim Shady LP,14,Rock Bottom
"them snakes slither in the grass, spineless",20,The Slim Shady LP,14,Rock Bottom
"that rock bottom, when this life makes you mad enough to kill",21,The Slim Shady LP,14,Rock Bottom
"that rock bottom, when you want somethingbad enough to steal",22,The Slim Shady LP,14,Rock Bottom
"that rock bottom, when you feel like you have had it up to here",23,The Slim Shady LP,14,Rock Bottom
"'cause you mad enough to scream, but you sad enough to tear",24,The Slim Shady LP,14,Rock Bottom
"that rock bottom, when this life makes you mad enough to kill",25,The Slim Shady LP,14,Rock Bottom
"that rock bottom, when you want somethingbad enough to steal",26,The Slim Shady LP,14,Rock Bottom
"that rock bottom, when you feel like you have had it up to here",27,The Slim Shady LP,14,Rock Bottom
"'cause you mad enough to scream, but you sad enough to tear",28,The Slim Shady LP,14,Rock Bottom
my life is full of empty promises and broken dreams,29,The Slim Shady LP,14,Rock Bottom
"i am hopingthings look up, but there aint no job openings",30,The Slim Shady LP,14,Rock Bottom
"i feel discouraged, hungry and malnourished",31,The Slim Shady LP,14,Rock Bottom
"livingin this house with no furnace, unfurnished",32,The Slim Shady LP,14,Rock Bottom
and i am sick of workingdead-end jobs with lame pay,33,The Slim Shady LP,14,Rock Bottom
and i am tired of beinghired and fired the same day,34,The Slim Shady LP,14,Rock Bottom
"but fuck it, if you know the rules to the game, play",35,The Slim Shady LP,14,Rock Bottom
"'cause when we die, we know we all goingthe same way",36,The Slim Shady LP,14,Rock Bottom
"'cause it cool to be the player, but it sucks to be the fan",37,The Slim Shady LP,14,Rock Bottom
"when all you need is bucks to be the man, plus a luxury sedan",38,The Slim Shady LP,14,Rock Bottom
or comfortable and roomy in a 6,39,The Slim Shady LP,14,Rock Bottom
but they threw me in the mix with all these gloomy lunatics,40,The Slim Shady LP,14,Rock Bottom
"who walk around depressed, and smoke a pound of cess a day",41,The Slim Shady LP,14,Rock Bottom
"and yesterday went by so quick, it seems like it was just today",42,The Slim Shady LP,14,Rock Bottom
"my daughter wants to throw the ball, but i am too stressed to play",43,The Slim Shady LP,14,Rock Bottom
live half my life and throw the rest away,44,The Slim Shady LP,14,Rock Bottom
"that rock bottom, when this life makes you mad enough to kill",45,The Slim Shady LP,14,Rock Bottom
"that rock bottom, when you want somethingbad enough to steal",46,The Slim Shady LP,14,Rock Bottom
"that rock bottom, when you feel like you have had it up to here",47,The Slim Shady LP,14,Rock Bottom
"'cause you mad enough to scream, but you sad enough to tear",48,The Slim Shady LP,14,Rock Bottom
"that rock bottom, when this life makes you mad enough to kill",49,The Slim Shady LP,14,Rock Bottom
"that rock bottom, when you want somethingbad enough to steal",50,The Slim Shady LP,14,Rock Bottom
"that rock bottom, when you feel like you have had it up to here",51,The Slim Shady LP,14,Rock Bottom
"'cause you mad enough to scream, but you sad enough to tear",52,The Slim Shady LP,14,Rock Bottom
there people that love me and people that hate me (yup),53,The Slim Shady LP,14,Rock Bottom
but it the evil that made me,54,The Slim Shady LP,14,Rock Bottom
